date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:04:27	99087/99087	---M--	200	added ('OK')	image/jpeg	etag:%221830f-482cb3fab3740%22	http://l.v.sop.com/sites/default/files/imagecache/banner_scale_780/banner_images/Photo%20Home%20Page_0.jpg	./httrack_output/l.v.sop.com/sites/default/files/imagecache/banner_scale_780/banner_images/Photo%20Home%20Page_0/index.jpg	(from http://l.v.sop.com/plant-selection)
22:04:27	9077/9077	---M-Z	200	added ('OK')	text/html	date:Thu,%2009%20Apr%202020%2002:04:25%20GMT	http://l.v.sop.com/plant-selection/drought-tolerant	./httrack_output/l.v.sop.com/plant-selection/drought-tolerant/index.html	(from http://l.v.sop.com/plant-selection)
22:04:29	16156/16156	---M-Z	200	added ('OK')	text/html	date:Thu,%2009%20Apr%202020%2002:04:27%20GMT	http://l.v.sop.com/plant-selection/evergreen-flat-leaf	./httrack_output/l.v.sop.com/plant-selection/evergreen-flat-leaf/index.html	(from http://l.v.sop.com/plant-selection)
22:04:29	33776/33776	---M-Z	200	added ('OK')	text/html	date:Thu,%2009%20Apr%202020%2002:04:29%20GMT	http://l.v.sop.com/plant-selection/evergreen	./httrack_output/l.v.sop.com/plant-selection/evergreen/index.html	(from http://l.v.sop.com/plant-selection)
22:04:30	20836/20836	---M-Z	200	added ('OK')	text/html	date:Thu,%2009%20Apr%202020%2002:04:30%20GMT	http://l.v.sop.com/plant-selection/native-plants	./httrack_output/l.v.sop.com/plant-selection/native-plants/index.html	(from http://l.v.sop.com/plant-selection)
22:04:31	109841/109841	---M-Z	200	added ('OK')	text/html	date:Thu,%2009%20Apr%202020%2002:04:31%20GMT	http://l.v.sop.com/plant-selection/northern-customers-zone-4-or-less	./httrack_output/l.v.sop.com/plant-selection/northern-customers-zone-4-or-less/index.html	(from http://l.v.sop.com/plant-selection)
22:04:32	38820/38820	---M-Z	200	added ('OK')	text/html	date:Thu,%2009%20Apr%202020%2002:04:32%20GMT	http://l.v.sop.com/plant-selection/perennials	./httrack_output/l.v.sop.com/plant-selection/perennials/index.html	(from http://l.v.sop.com/plant-selection)
22:04:33	25528/25528	---M-Z	200	added ('OK')	text/html	date:Thu,%2009%20Apr%202020%2002:04:33%20GMT	http://l.v.sop.com/plant-selection/salt-conditions	./httrack_output/l.v.sop.com/plant-selection/salt-conditions/index.html	(from http://l.v.sop.com/plant-selection)
22:04:34	55151/55151	---M-Z	200	added ('OK')	text/html	date:Thu,%2009%20Apr%202020%2002:04:34%20GMT	http://l.v.sop.com/plant-selection/shrubs-and-bushes	./httrack_output/l.v.sop.com/plant-selection/shrubs-and-bushes/index.html	(from http://l.v.sop.com/plant-selection)
22:04:35	12004/12004	---M-Z	200	added ('OK')	text/html	date:Thu,%2009%20Apr%202020%2002:04:35%20GMT	http://l.v.sop.com/plant-selection/standards	./httrack_output/l.v.sop.com/plant-selection/standards/index.html	(from http://l.v.sop.com/plant-selection)
